FECHA,DATO
04/24/2019,19.1001
04/25/2019,19.0578
04/26/2019,18.9708
04/29/2019,19.034201
04/30/2019,18.975401
05/01/2019,18.975401
05/02/2019,19.129499
05/03/2019,18.9713
05/06/2019,18.9988
05/07/2019,19.066
05/08/2019,19.069201
05/09/2019,19.1845
05/10/2019,19.1098
05/13/2019,19.2623
05/14/2019,19.133801
05/15/2019,19.088301
05/16/2019,19.079399
05/17/2019,19.079399
05/20/2019,19.1063
05/21/2019,19.0397
05/22/2019,19.019501
05/23/2019,19.0765
05/24/2019,19.084101
05/27/2019,19.090599
05/28/2019,19.2139
05/29/2019,19.176201
05/30/2019,19.176001
05/31/2019,19.6576
06/03/2019,19.8118
06/04/2019,19.59
06/05/2019,19.618799
06/06/2019,19.6602
06/07/2019,19.6541
06/10/2019,19.247299
06/11/2019,19.159
06/12/2019,19.226999
06/13/2019,19.198
06/14/2019,19.198
06/17/2019,19.2138
06/18/2019,19.1507
06/19/2019,19.071699
06/20/2019,19.051001
06/21/2019,19.153601
06/24/2019,19.2171
06/25/2019,19.256901
06/26/2019,19.186899
06/27/2019,19.2047
06/28/2019,19.2381
07/01/2019,19.1654
07/02/2019,19.083799
07/03/2019,19.0438
07/04/2019,19.0403
07/05/2019,19.0417
07/08/2019,18.947001
07/09/2019,19.173401
07/10/2019,19.192499
07/11/2019,19.098
07/12/2019,19.012501
07/15/2019,19.003901
07/16/2019,19.110901
07/17/2019,19.1395
07/18/2019,18.9751
07/19/2019,19.0494
07/22/2019,19.0902
07/23/2019,19.1998
07/24/2019,19.092899
07/25/2019,19.057899
07/26/2019,19.0861
07/29/2019,19.1047
07/30/2019,19.090599
07/31/2019,19.188
08/01/2019,19.274099
08/02/2019,19.3479
08/05/2019,19.649401
08/06/2019,19.5886
08/07/2019,19.647499
08/08/2019,19.4636
08/09/2019,19.431601
08/12/2019,19.6133
08/13/2019,19.439501
08/14/2019,19.720501
08/15/2019,19.635401
08/16/2019,19.687099
08/19/2019,19.8678
08/20/2019,19.8004
08/21/2019,19.735701
08/22/2019,19.871
08/23/2019,19.9217
08/26/2019,19.930201
08/27/2019,20.0457
08/28/2019,20.110701
08/29/2019,20.161501
08/30/2019,20.091499
09/02/2019,20.091499
09/03/2019,20.005301
09/04/2019,19.727501
09/05/2019,19.7155
09/06/2019,19.569201
09/09/2019,19.6022
09/10/2019,19.5361
09/11/2019,19.5397
09/12/2019,19.466801
09/13/2019,19.455799
09/16/2019,19.455799
09/17/2019,19.4765
09/18/2019,19.417101
09/22/2019,19.417101
09/24/2019,19.4937
09/25/2019,19.606501
09/26/2019,19.635799
09/27/2019,19.718599
09/30/2019,19.771299
10/01/2019,19.771299
10/02/2019,19.8239
10/03/2019,19.669701
10/04/2019,19.669701
10/07/2019,19.669701
10/08/2019,19.6527
10/09/2019,19.5921
10/10/2019,19.5921
10/11/2019,19.5921
10/14/2019,19.3011
10/15/2019,19.2749
10/16/2019,19.2749
10/17/2019,19.2547
10/18/2019,19.148701
10/21/2019,19.148701
10/22/2019,19.173901
10/23/2019,19.173901
10/24/2019,19.173901
10/25/2019,19.098301
10/28/2019,19.173401
10/29/2019,19.1814
10/30/2019,19.1814
10/31/2019,19.1814
11/01/2019,19.1814
11/04/2019,19.2766
11/05/2019,19.2766
11/06/2019,19.187
11/07/2019,19.136
